"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3BXQMRHWKZZFLET5O08U6QIGOOPUMM","A1EF9MMF5GNBP5","Submitted","Tue Dec 05 16:06:43 PST 2017","Tue Dec 05 16:28:42 PST 2017","Fri Dec 08 16:28:42 PST 2017","","","","1319","0% (0/0)","0% (0/0)","0% (0/0)","5a27349897205_4d53385dbc9c1"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3COPXFW7XBD73LL6M2WKH73DR2VPK9","A2O76FE5NQWOC8","Submitted","Tue Dec 05 15:39:23 PST 2017","Tue Dec 05 16:04:48 PST 2017","Fri Dec 08 16:04:48 PST 2017","","","","1525","100% (1/1)","0% (0/0)","0% (0/0)","5a272e43166d0_222ed84c92cc0"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3DQQ64TANGMYYLFNBGFN5IX8E94PW5","AAJ1ZQECDZBEE","Submitted","Tue Dec 05 15:39:19 PST 2017","Tue Dec 05 15:59:29 PST 2017","Fri Dec 08 15:59:29 PST 2017","","","","1210","0% (0/0)","0% (0/0)","0% (0/0)","5a272e4259786_612917b76c20d"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3E13VNJ1NNWDGYCG1X0I3V62WI1I1O","A15TM64IN6XWJ6","Submitted","Tue Dec 05 15:42:35 PST 2017","Tue Dec 05 16:05:03 PST 2017","Fri Dec 08 16:05:03 PST 2017","","","","1348","0% (0/0)","0% (0/0)","0% (0/0)","5a272f0ca5172_f869649baea20"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3F6HPJW4JD126EEH9I4B95PF3Z2W2F","A3KX1VCEVA6OXY","Submitted","Tue Dec 05 17:30:29 PST 2017","Tue Dec 05 17:44:35 PST 2017","Fri Dec 08 17:44:35 PST 2017","","","","846","0% (0/0)","0% (0/0)","0% (0/0)","5a2748378512f_e26a854519094"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3FQ5JJ512LP7009T6NJSDIYIRNUNKB","A1RVMADIZE3BXK","Submitted","Tue Dec 05 15:39:02 PST 2017","Tue Dec 05 17:25:16 PST 2017","Fri Dec 08 17:25:16 PST 2017","","","","6374","100% (1/1)","100% (1/1)","100% (1/1)","5a274284dde23_e3c29df9e2932"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3IFS6Q0HJIKDAIBAEGF2ZWTBMJ6SIC","A28HB7240OFGEW","Submitted","Tue Dec 05 17:40:42 PST 2017","Tue Dec 05 18:02:28 PST 2017","Fri Dec 08 18:02:28 PST 2017","","","","1306","0% (0/0)","0% (0/0)","0% (0/0)","5a274b6295356_cf2be5b211eec"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3IJXV6UZ1XK193BXZRFX9MOF0GUIRJ","A3VBAQB2WO36Q1","Submitted","Tue Dec 05 15:39:05 PST 2017","Tue Dec 05 17:02:16 PST 2017","Fri Dec 08 17:02:16 PST 2017","","","","4991","100% (1/1)","100% (1/1)","100% (1/1)","85EDIC2P86"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3IXQG4FA2TZLIV15Z0NUWEK8Z4RB93","A2YUCJ28XANFOX","Submitted","Tue Dec 05 17:15:26 PST 2017","Tue Dec 05 17:40:03 PST 2017","Fri Dec 08 17:40:03 PST 2017","","","","1477","0% (0/0)","0% (0/0)","0% (0/0)","5a274743402b0_2a02a3aafcd3b"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3JWH6J9I9SE67X5Z0A6ZEFFS4TLNBR","A4IH4CO046EV3","Submitted","Tue Dec 05 15:38:54 PST 2017","Tue Dec 05 15:56:49 PST 2017","Fri Dec 08 15:56:49 PST 2017","","","","1075","0% (0/0)","0% (0/0)","0% (0/0)","5a272fb86a99a_729d1cd280e65"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3K772S5NP8CC44V873DCA3OHLEQHED","A3JXAURWDF54DG","Submitted","Tue Dec 05 15:41:46 PST 2017","Tue Dec 05 16:02:57 PST 2017","Fri Dec 08 16:02:57 PST 2017","","","","1271","0% (0/0)","0% (0/0)","0% (0/0)","5a272eb985036_e535e4f294172"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3L2IS5HSFAJL3WE501NUJ57GTESNU8","A3ORZPMVIVNGJS","Submitted","Tue Dec 05 15:39:16 PST 2017","Tue Dec 05 16:38:08 PST 2017","Fri Dec 08 16:38:08 PST 2017","","","","3532","0% (0/0)","0% (0/0)","0% (0/0)","5a2738bb08fd3_cb91e910504d4"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3QAVNHZ3EM5B0NXMIJQO6CRXHG1ALI","A1EJ4HA4K85PBJ","Submitted","Tue Dec 05 15:41:51 PST 2017","Tue Dec 05 16:00:35 PST 2017","Fri Dec 08 16:00:35 PST 2017","","","","1124","0% (0/0)","0% (0/0)","0% (0/0)","5a272ecf3fd7a_b2eb30ca5a306"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3R08VXYT7CW9SFBNFUL65W6NEF47WM","A1JTWL9C01VHVS","Submitted","Tue Dec 05 15:59:38 PST 2017","Tue Dec 05 16:19:15 PST 2017","Fri Dec 08 16:19:15 PST 2017","","","","1177","100% (1/1)","100% (1/1)","100% (1/1)","5a27350a9e3c8_b314e382931a6"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3R6BYFZZP7D1W8VJ7IF4V7XBL5NXF3","A3FJE9AUW0O41D","Submitted","Tue Dec 05 15:39:09 PST 2017","Tue Dec 05 15:56:18 PST 2017","Fri Dec 08 15:56:18 PST 2017","","","","1029","0% (0/0)","0% (0/0)","0% (0/0)","5a272e29c0259_bd0792613162b"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3U5NZHP4LR3G1VKYGHTN4FNLZLRPH5","A2XVL0RNQMWI17","Submitted","Tue Dec 05 15:38:52 PST 2017","Tue Dec 05 16:16:23 PST 2017","Fri Dec 08 16:16:23 PST 2017","","","","2251","0% (0/0)","0% (0/0)","0% (0/0)","5a272e1095bfe_796c26e37bfd7"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3VBEN272MK0ZER5FOSFZEKGV754GSW","A1LALIPHG70312","Submitted","Tue Dec 05 16:56:40 PST 2017","Tue Dec 05 17:19:24 PST 2017","Fri Dec 08 17:19:24 PST 2017","","","","1364","0% (0/0)","0% (0/0)","0% (0/0)","5a27405670d46_5b29868ce083e"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3WJEQKOXA83YAGTIP985MXIJJA11A8","A3RT82GOZ3OGJO","Submitted","Tue Dec 05 15:58:07 PST 2017","Tue Dec 05 16:28:49 PST 2017","Fri Dec 08 16:28:49 PST 2017","","","","1842","0% (0/0)","0% (0/0)","0% (0/0)","5a273293e2ff3_0f852d25251f5"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3X4MXAO0BGPJAYV2O8JCADXNFSLRWU","A2RHJT0OMA09YH","Submitted","Tue Dec 05 17:39:57 PST 2017","Tue Dec 05 18:17:09 PST 2017","Fri Dec 08 18:17:09 PST 2017","","","","2232","0% (0/0)","0% (0/0)","0% (0/0)","5a2750a7251d6_e4e92bee23d40"
"33K3E8REWWWPU9O2924XWWK3832X8I","3OF98WC37E9G99CQ3LE9NLXUD2OSM8","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; earn bonus payment for helping the robot do the required tasks","robot, human-robot interaction, dialog","$1.00","Tue Dec 05 15:38:26 PST 2017","30","BatchId:3037868;OriginalHitTemplateId:920937340;","7200","259200","Fri Dec 08 15:38:26 PST 2017","","","3ZGVPD4G6TI0K8DZ3K8E9WSNKETZTA","A32W24TWSWXW","Submitted","Tue Dec 05 15:39:03 PST 2017","Tue Dec 05 16:19:38 PST 2017","Fri Dec 08 16:19:38 PST 2017","","","","2435","0% (0/0)","0% (0/0)","0% (0/0)","5a272e3192630_fce8b2f2e7496"
