"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","34Z02EIMISE3IN79ZQVM3XP4GX70TG","A3F51C49T9A34D","Submitted","Fri Dec 21 15:54:45 PST 2018","Fri Dec 21 17:10:05 PST 2018","Mon Dec 24 17:10:05 PST 2018","","","","4520","100% (3/3)","100% (3/3)","100% (1/1)","5c1d8d9036668_51C49T9A34DA3F_a5f93c832b703"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","34Z02EIMISE3IN79ZQVM3XP4GXL0TU","A22CRHYK7SPW8C","Submitted","Fri Dec 21 16:24:19 PST 2018","Fri Dec 21 16:30:07 PST 2018","Mon Dec 24 16:30:07 PST 2018","","","","348","100% (1/1)","100% (1/1)","0% (0/0)","5c1d846ac2a8c_CRHYK7SPW8CA22_f007400dd337c"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","358UUM7WRZ44KJU1G0B0IXY90RRR77","AYCGL8UG3ZVVK","Submitted","Fri Dec 21 20:19:28 PST 2018","Fri Dec 21 20:44:11 PST 2018","Mon Dec 24 20:44:11 PST 2018","","","","1483","100% (2/2)","0% (0/0)","0% (0/0)","5c1dbee6bea5d_GL8UG3ZVVKAYC_63a79259c3ff6"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","35K3O9HUABESQ842CDPC7IC7JPBEFA","A2WKZI3JQCE3Z6","Submitted","Fri Dec 21 15:59:27 PST 2018","Fri Dec 21 16:03:11 PST 2018","Mon Dec 24 16:03:11 PST 2018","","","","224","100% (1/1)","0% (0/0)","0% (0/0)","5c1d7e75b5c17_KZI3JQCE3Z6A2W_83afc67a66991"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","36TFCYNS44BLA4MP2834YS9RFA1XH2","A3UZW1NTOX6I15","Submitted","Fri Dec 21 16:03:53 PST 2018","Fri Dec 21 16:12:49 PST 2018","Mon Dec 24 16:12:49 PST 2018","","","","536","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7f6f2d673_ZW1NTOX6I15A3U_977886948cd03"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","379J5II41OHEQ0EYYOSA2VHRGLZLEO","A3PTO0DMF57GDG","Submitted","Fri Dec 21 16:02:13 PST 2018","Fri Dec 21 16:09:15 PST 2018","Mon Dec 24 16:09:15 PST 2018","","","","422","100% (5/5)","0% (0/0)","0% (0/0)","5c1d7f08bc4d5_TO0DMF57GDGA3P_228d3c545f18d"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","37ZHEEHM6WNC1H9Z5AA40ZVTUDZ737","AOAQK9URS9KUR","Submitted","Fri Dec 21 17:58:59 PST 2018","Fri Dec 21 18:22:28 PST 2018","Mon Dec 24 18:22:28 PST 2018","","","","1409","0% (0/0)","0% (0/0)","0% (0/0)","5c1d9e9009410_QK9URS9KURAOA_810384f65e10c"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","388U7OUMF72Q28UHV1QR3IOMSCCR0W","A1TGV7LT6LTIQU","Submitted","Fri Dec 21 15:58:55 PST 2018","Fri Dec 21 17:39:29 PST 2018","Mon Dec 24 17:39:29 PST 2018","","","","6034","100% (4/4)","100% (3/3)","0% (0/0)","5c1d9319d3953_GV7LT6LTIQUA1T_2642485df7eb6"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3907X2AHF06CM5HGXWQGHBHMOSAP2O","A3TOI40R1LPLNE","Submitted","Fri Dec 21 16:02:45 PST 2018","Fri Dec 21 16:09:50 PST 2018","Mon Dec 24 16:09:50 PST 2018","","","","425","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7fe3e1a8b_OI40R1LPLNEA3T_2014be29cdba8"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3B837J3LDOXQ3HET439BDOU5N4VSRK","AR67RZM4TDX5M","Submitted","Fri Dec 21 16:00:20 PST 2018","Fri Dec 21 16:11:35 PST 2018","Mon Dec 24 16:11:35 PST 2018","","","","675","100% (1/1)","100% (1/1)","0% (0/0)","5c1d7f387c8bd_7RZM4TDX5MAR6_137dd7d390abc"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3CCZ6YKWR7KJTFKWYQWHTSKJ3YJ95E","A2VR2EGO53QNQ4","Submitted","Fri Dec 21 16:03:07 PST 2018","Fri Dec 21 16:10:44 PST 2018","Mon Dec 24 16:10:44 PST 2018","","","","457","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7f3ecf10c_R2EGO53QNQ4A2V_624db36f257cd"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3CP1TO84PT28TVZXDHH2J5C5XS652F","A2MC2SA7FG5IST","Submitted","Fri Dec 21 15:56:25 PST 2018","Fri Dec 21 16:11:24 PST 2018","Mon Dec 24 16:11:24 PST 2018","","","","899","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7e498d6bf_C2SA7FG5ISTA2M_d3b5cc4cb25b1"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3DH6GAKTYYQW1UCTDQVDHDK5D68ZYW","A38ZV8LBZ034IZ","Submitted","Fri Dec 21 15:56:33 PST 2018","Fri Dec 21 17:10:49 PST 2018","Mon Dec 24 17:10:49 PST 2018","","","","4456","0% (0/0)","0% (0/0)","0% (0/0)","5c1d8e01733f9_ZV8LBZ034IZA38_8458285ecd1c1"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3DYGAII7PL9TEOJ1Z7GHDTFP4YJPQX","AIEGKVQ47B3FQ","Submitted","Fri Dec 21 15:54:25 PST 2018","Fri Dec 21 15:59:41 PST 2018","Mon Dec 24 15:59:41 PST 2018","","","","316","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7d3645d82_GKVQ47B3FQAIE_bba90fc1c2fdb"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3E13VNJ1NNWDGYCG1X0I3V65A8Y1I4","A2SRC38HIJ2X19","Submitted","Fri Dec 21 15:57:08 PST 2018","Fri Dec 21 16:10:44 PST 2018","Mon Dec 24 16:10:44 PST 2018","","","","816","100% (1/1)","0% (0/0)","0% (0/0)","5c1d7de244a2c_RC38HIJ2X19A2S_1c437ba4ea50d"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3EJPLAJKEMHUIA2N770LYM0CEWF6Z3","A2LFIC5EJTHDWY","Submitted","Fri Dec 21 15:55:55 PST 2018","Fri Dec 21 16:01:04 PST 2018","Mon Dec 24 16:01:04 PST 2018","","","","309","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7d8e7cea4_FIC5EJTHDWYA2L_55bed32645aac"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3EO896NRAWWAKT8VLY5SL240F6ETJH","A10AVMDRAU2NN5","Submitted","Fri Dec 21 15:57:23 PST 2018","Fri Dec 21 16:04:55 PST 2018","Mon Dec 24 16:04:55 PST 2018","","","","452","100% (2/2)","100% (2/2)","0% (0/0)","5c1d7df60783d_AVMDRAU2NN5A10_bb0a73f223e20"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3FTF2T8WLRJD6YZGURJQJSXWNWHW9E","A3SUPVT5RCULQS","Submitted","Fri Dec 21 17:58:06 PST 2018","Fri Dec 21 18:07:49 PST 2018","Mon Dec 24 18:07:49 PST 2018","","","","583","0% (0/0)","0% (0/0)","0% (0/0)","5c1d9a3536ee5_UPVT5RCULQSA3S_8cb581dabe0a9"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3G5F9DBFOPYT6FHU2T2MA7C6ZZUHVK","A37GOI3N77WX21","Submitted","Fri Dec 21 16:05:17 PST 2018","Fri Dec 21 16:11:45 PST 2018","Mon Dec 24 16:11:45 PST 2018","","","","388","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7fd4dc5e3_GOI3N77WX21A37_abbb2287c9f6b"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3HFNH7HEMHFN1BQ2WOQUJK1X37YGQM","A3JKKJ8WMP1O7Z","Submitted","Fri Dec 21 16:04:56 PST 2018","Fri Dec 21 16:09:15 PST 2018","Mon Dec 24 16:09:15 PST 2018","","","","259","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7faaca64d_KKJ8WMP1O7ZA3J_10d86865bcc73"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3HPZF4IVNMUJT11JLCB56FJK4O6CYU","A3HCGNV93TJO7R","Submitted","Fri Dec 21 16:41:44 PST 2018","Fri Dec 21 17:06:13 PST 2018","Mon Dec 24 17:06:13 PST 2018","","","","1469","100% (1/1)","0% (0/0)","0% (0/0)","5c1d894e2203b_CGNV93TJO7RA3H_05aec6a456f0f"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3I2PTA7R3TVS3XMLMFB9HCTQAODQKX","A35H05K4OCYQ0S","Submitted","Fri Dec 21 16:27:54 PST 2018","Fri Dec 21 16:41:34 PST 2018","Mon Dec 24 16:41:34 PST 2018","","","","820","0% (0/0)","0% (0/0)","0% (0/0)","5c1d87970c3db_H05K4OCYQ0SA35_0699458c4101e"
"34HEO7RUG6VJG1V5X1IJ354AOD5ARO","379YH0H8TKTG8GB9IA43VNT3S84ZSY","Command a robot to accomplish tasks","Type commands to a robot and answer its questions to help it learn; this HIT usually takes between 15 and 40 minutes with an average of 25 minutes.","robot, human-robot interaction, dialog","$0.75","Fri Dec 21 15:53:15 PST 2018","50","BatchId:3482417;OriginalHitTemplateId:920937340;","7200","259200","Mon Dec 24 15:53:15 PST 2018","","","3J2UYBXQQLDXGPWX3DNTSNXQWP206B","A25YRG1KZGX8AB","Submitted","Fri Dec 21 16:05:28 PST 2018","Fri Dec 21 16:17:05 PST 2018","Mon Dec 24 16:17:05 PST 2018","","","","697","0% (0/0)","0% (0/0)","0% (0/0)","5c1d7fcc744bd_YRG1KZGX8ABA25_6ca4517a1c2a8"
